genre_1,genre_2,language,original_title,english_title,country,date,status
Documentary,,en,In the Realms of the Unreal,In the Realms of the Unreal,UnitedStatesofAmerica,2004-01-01,Released
Drama,Horror,en,White Noise,White Noise,Canada,2005-01-07,Released
Action,Comedy,en,Underclassman,Underclassman,UnitedStatesofAmerica,2005-09-02,Released
Comedy,Drama,en,The Upside of Anger,The Upside of Anger,UnitedStatesofAmerica,2005-01-23,Released
Drama,,en,Bomb the System,Bomb the System,#N/A,2002-08-02,Released
Action,Western,en,Arrowhead,Arrowhead,UnitedStatesofAmerica,1953-08-03,Released
Music,Documentary,en,The Grateful Dead,The Grateful Dead,UnitedStatesofAmerica,1977-06-02,Released
Action,Drama,en,Last Train from Gun Hill,Last Train from Gun Hill,UnitedStatesofAmerica,1959-07-29,Released
Action,Adventure,en,The Naked Jungle,The Naked Jungle,UnitedStatesofAmerica,1954-03-03,Released
Comedy,,en,Who's the Caboose?,Who's the Caboose?,UnitedStatesofAmerica,1997-04-10,Released
Romance,Drama,en,A Handful of Dust,A Handful of Dust,#N/A,1988-06-24,Released
Comedy,Drama,en,The Pickle,The Pickle,UnitedStatesofAmerica,1993-04-30,Released
Mystery,Drama,en,Wetherby,Wetherby,UnitedKingdom,1985-06-19,Released
Comedy,Drama,en,Little Miss Marker,Little Miss Marker,UnitedStatesofAmerica,1980-03-21,Released
Drama,Family,en,Little Miss Marker,Little Miss Marker,UnitedStatesofAmerica,1934-06-01,Released
Comedy,Romance,en,Sweet Liberty,Sweet Liberty,#N/A,1986-05-14,Released
Drama,,fr,La Vie promise,Ghost River,France,2002-09-04,Released
Documentary,,en,It's All True,It's All True,#N/A,1993-10-17,Released
Drama,Horror,en,The Phantom of the Opera,The Phantom of the Opera,France,1990-03-18,Released
Drama,Family,en,I Remember Mama,I Remember Mama,UnitedStatesofAmerica,1948-03-17,Released
Horror,Thriller,en,The Last Horror Movie,The Last Horror Movie,UnitedKingdom,2004-06-25,Released
Action,Drama,en,Testament,Testament,UnitedStatesofAmerica,1983-11-04,Released
Drama,Romance,en,Smooth Talk,Smooth Talk,UnitedStatesofAmerica,1985-11-17,Released
Drama,,en,Distant Thunder,Distant Thunder,UnitedStatesofAmerica,1988-11-11,Released
Action,Drama,en,Hell's Angels,Hell's Angels,UnitedStatesofAmerica,1930-11-15,Released
Comedy,,en,Daddy's Dyin'... Who's Got the Will?,Daddy's Dyin'... Who's Got the Will?,UnitedStatesofAmerica,1990-05-04,Released
Comedy,,en,Jinxed!,Jinxed!,UnitedStatesofAmerica,1982-10-22,Released
Comedy,Drama,en,Out Cold,Out Cold,UnitedStatesofAmerica,1989-03-03,Released
Drama,,en,Heart of America,Heart of America,#N/A,2002-09-05,Released
Crime,Mystery,en,A Show of Force,A Show of Force,UnitedStatesofAmerica,1990-05-11,Released
Science,,en,Kaijūtō no Kessen: Gojira no Musuko,Son of Godzilla,Japan,1967-12-16,Released
Comedy,Romance,en,Man Trouble,Man Trouble,Italy,1992-07-17,Released
Action,Drama,ja,仁義なき戦い,"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",Japan,1973-01-13,Released
Drama,,de,Führer Ex,Führer Ex,Germany,2002-08-31,Released
Action,Crime,en,Stander,Stander,Canada,2003-01-01,Released
Drama,Romance,en,Hester Street,Hester Street,UnitedStatesofAmerica,1975-10-19,Released
Drama,Action,en,Mikey and Nicky,Mikey and Nicky,UnitedStatesofAmerica,1976-12-21,Released
Drama,,en,The Bigamist,The Bigamist,UnitedStatesofAmerica,1953-12-03,Released
War,Drama,es,Libertarias,Freedomfighters,Belgium,1996-04-19,Released
Comedy,Drama,en,Imaginary Heroes,Imaginary Heroes,Belgium,2004-09-14,Released
Action,Drama,en,Sergeant York,Sergeant York,UnitedStatesofAmerica,1941-07-02,Released
Comedy,Crime,fr,Tais-toi !,Ruby & Quentin,France,2003-10-22,Released
Drama,Horror,en,Deathwatch,Deathwatch,Germany,2002-10-06,Released
Drama,,fr,La vie devant soi,Madame Rosa,France,1977-11-02,Released
Comedy,,pl,Dzień Świra,Day of the Wacko,Poland,2002-07-07,Released
Animation,Fantasy,en,Wizards,Wizards,UnitedStatesofAmerica,1977-02-09,Released
Adventure,Comedy,it,L'armata Brancaleone,For Love and Gold,Spain,1966-04-07,Released
Drama,Foreign,en,Heartlands,Heartlands,UnitedStatesofAmerica,2002-08-20,Released
Comedy,Horror,en,Abbott and Costello Meet the Invisible Man,Abbott and Costello Meet the Invisible Man,UnitedStatesofAmerica,1951-03-07,Released
Comedy,Fantasy,en,Abbott and Costello Go to Mars,Abbott and Costello Go to Mars,UnitedStatesofAmerica,1953-04-05,Released
Comedy,Horror,en,"Abbott and Costello Meet the Killer, Boris Karloff","Abbott and Costello Meet the Killer, Boris Karloff",#N/A,1949-09-18,Released
Drama,Comedy,en,The Life and Death of Peter Sellers,The Life and Death of Peter Sellers,UnitedKingdom,2004-05-21,Released
Crime,Thriller,en,The Badge,The Badge,UnitedStatesofAmerica,2002-09-07,Released
Animation,Action,ja,アップルシード,Appleseed,Japan,2004-04-17,Released
Drama,Comedy,fr,La Voie Lactée,The Milky Way,Germany,1969-03-15,Released
Adventure,Family,sv,Pippi Långstrump på de sju haven,Pippi in the South Seas,Germany,1970-01-24,Released
Family,,sv,På rymmen med Pippi Långstrump,Pippi on the Run,Germany,1970-11-13,Released
Comedy,Romance,en,Puddle Cruiser,Puddle Cruiser,UnitedStatesofAmerica,1996-01-01,Released
Action,Thriller,en,The Stickup,The Stickup,#N/A,2002-02-01,Released
Action,Fantasy,en,Elektra,Elektra,Canada,2005-01-13,Released
Comedy,,en,Racing Stripes,Racing Stripes,UnitedStatesofAmerica,2005-01-06,Released
Drama,,en,Coach Carter,Coach Carter,Germany,2005-01-14,Released
Drama,History,en,The Fighting Sullivans,The Fighting Sullivans,UnitedStatesofAmerica,1944-02-03,Released
Science,name:,en,Iceman,Iceman,UnitedStatesofAmerica,1984-04-13,Released
Action,Drama,en,Ice Station Zebra,Ice Station Zebra,UnitedStatesofAmerica,1968-10-23,Released
Drama,,es,Lugares comunes,Lugares comunes,Argentina,2002-10-04,Released
Drama,,en,Boys Town,Boys Town,UnitedStatesofAmerica,1938-09-09,Released
Comedy,Drama,es,Torremolinos 73,Torremolinos 73,Denmark,2003-04-29,Released
Drama,Foreign,zh,周渔的火车,Zhou Yu's Train,China,2002-08-01,Released
Horror,Science,en,Shivers,Shivers,Canada,1975-10-10,Released
Drama,Music,en,A Star Is Born,A Star Is Born,UnitedStatesofAmerica,1976-12-16,Released
Action,Adventure,en,Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,UnitedStatesofAmerica,1991-06-08,Released
Music,Comedy,en,Gold Diggers of 1935,Gold Diggers of 1935,UnitedStatesofAmerica,1935-03-14,Released
Crime,Drama,it,Rocco e i suoi fratelli,Rocco and His Brothers,Italy,1960-10-06,Released
Comedy,Foreign,sr,Jagoda u supermarketu,Strawberries in the Supermarket,Serbia,2003-02-06,Released
Drama,,en,The Mortal Storm,The Mortal Storm,UnitedStatesofAmerica,1940-06-14,Released
Comedy,Romance,en,Once Upon a Honeymoon,Once Upon a Honeymoon,UnitedStatesofAmerica,1942-11-27,Released
Drama,Foreign,fr,Lundi matin,Monday Morning,France,2002-01-01,Released
Comedy,Romance,en,Christmas in July,Christmas in July,UnitedStatesofAmerica,1940-10-18,Released
Comedy,Fantasy,en,I Married a Witch,I Married a Witch,UnitedStatesofAmerica,1942-10-30,Released
Crime,Drama,en,The Mayor of Hell,The Mayor of Hell,UnitedStatesofAmerica,1933-06-24,Released
Drama,,en,The Miracle Woman,The Miracle Woman,UnitedStatesofAmerica,1931-07-17,Released
Drama,,bm,Moolaadé,Moolaadé,BurkinaFaso,2004-08-04,Released
Drama,,en,This Girl's Life,This Girl's Life,UnitedStatesofAmerica,2004-12-03,Released
Crime,Drama,ko,살인의 추억,Memories of Murder,SouthKorea,2003-04-24,Released
Comedy,Thriller,en,The Chase,The Chase,UnitedStatesofAmerica,1994-03-04,Released
Comedy,Drama,en,Hobson's Choice,Hobson's Choice,UnitedKingdom,1954-04-19,Released
Science,name:,en,Dr. Who and the Daleks,Dr. Who and the Daleks,UnitedKingdom,1965-08-23,Released
Comedy,Drama,de,Sommersturm,Summer Storm,Germany,2004-09-02,Released
Drama,History,de,Der Untergang,Downfall,Austria,2004-09-08,Released
Drama,,de,Das weisse Rauschen,The White Sound,Germany,2001-12-31,Released
Thriller,,en,Assault on Precinct 13,Assault on Precinct 13,UnitedStatesofAmerica,2005-01-19,Released
Adventure,Comedy,en,Are We There Yet?,Are We There Yet?,UnitedStatesofAmerica,2005-01-20,Released
Action,Fantasy,en,Alone in the Dark,Alone in the Dark,Canada,2005-01-28,Released
Horror,Mystery,en,Hide and Seek,Hide and Seek,UnitedStatesofAmerica,2005-01-27,Released
Action,Documentary,en,Aliens of the Deep,Aliens of the Deep,UnitedStatesofAmerica,2005-01-21,Released
Thriller,Horror,en,Boogeyman,Boogeyman,UnitedStatesofAmerica,2005-02-04,Released
Comedy,Romance,en,The Wedding Date,The Wedding Date,UnitedStatesofAmerica,2005-02-04,Released
Drama,,en,Inside I'm Dancing,Inside I'm Dancing,France,2004-10-15,Released
Drama,,ja,誰も知らない,Nobody Knows,Japan,2004-08-07,Released
Action,Comedy,en,Employee of the Month,Employee of the Month,UnitedStatesofAmerica,2004-01-17,Released
Adventure,Fantasy,en,Magic in the Water,Magic in the Water,Canada,1995-08-30,Released
Drama,,en,The Great White Hope,The Great White Hope,UnitedStatesofAmerica,1970-10-11,Released
Crime,Drama,en,A Study in Terror,A Study in Terror,UnitedKingdom,1965-10-01,Released
,,en,Mustafa Hakkında Her Şey,Everything about Mustafa,#N/A,2004-03-19,Released
Action,Adventure,en,The Professionals,The Professionals,UnitedStatesofAmerica,1966-11-01,Released
Comedy,,en,The Devil and Miss Jones,The Devil and Miss Jones,UnitedStatesofAmerica,1941-04-11,Released
Fantasy,Family,en,Alice in Wonderland,Alice in Wonderland,Germany,1999-02-28,Released
Drama,,en,Everyday People,Everyday People,UnitedStatesofAmerica,2004-01-18,Rumored
Crime,Action,en,Backflash,Backflash,UnitedStatesofAmerica,2002-01-22,Released
Mystery,Horror,en,Salem's Lot,Salem's Lot,UnitedStatesofAmerica,1979-11-17,Released
War,Drama,de,Die Ehe der Maria Braun,The Marriage of Maria Braun,Germany,1979-02-20,Released
Drama,,de,Die bitteren Tränen der Petra von Kant,The Bitter Tears of Petra von Kant,Germany,1972-10-05,Released
Adventure,Drama,en,Beau Geste,Beau Geste,UnitedStatesofAmerica,1939-07-24,Released
Adventure,,en,At Sword's Point,At Sword's Point,UnitedStatesofAmerica,1952-04-22,Released
Documentary,,en,Overnight,Overnight,UnitedStatesofAmerica,2003-06-12,Released
Crime,Drama,fr,Le Trou,Le Trou,France,1960-03-18,Released
War,Documentary,de,Lektionen in Finsternis,Lessons of Darkness,UnitedKingdom,1992-02-21,Released
Documentary,Foreign,de,Fata Morgana,Fata Morgana,Germany,1971-06-04,Released
Action,Adventure,en,Double Dragon,Double Dragon,UnitedStatesofAmerica,1994-11-04,Released
Family,Fantasy,en,Mac and Me,Mac and Me,UnitedStatesofAmerica,1988-08-12,Released
Comedy,Drama,en,Scorchers,Scorchers,#N/A,1991-07-07,Released
Drama,History,de,Rosenstraße,Rosenstrasse,Germany,2003-09-18,Released
Crime,Drama,fr,Casque d'or,Casque d'Or,France,1952-04-16,Released
Action,Crime,fr,Touchez pas au grisbi,Touchez Pas au Grisbi,France,1954-03-16,Released
Comedy,Romance,en,The Matchmaker,The Matchmaker,UnitedStatesofAmerica,1958-08-12,Released
Drama,Romance,en,The Ballad of the Sad Cafe,The Ballad of the Sad Cafe,UnitedKingdom,1991-03-28,Released
Thriller,Drama,en,The Deceivers,The Deceivers,India,1988-09-02,Released
Drama,Crime,nl,Siberia,Siberia,Netherlands,1998-08-27,Released
War,Drama,zh,紫蝴蝶,Purple Butterfly,China,2003-05-22,Released
Comedy,Drama,en,Easy,Easy,UnitedStatesofAmerica,2003-09-10,Released
Action,Drama,en,El Cid,El Cid,Italy,1961-10-24,Released
Drama,,en,Going All the Way,Going All the Way,UnitedStatesofAmerica,1997-01-19,Released
Comedy,Crime,ja,Marusa no onna,A Taxing Woman,Japan,1987-02-07,Released
Action,History,en,The Bunker,The Bunker,UnitedStatesofAmerica,2001-09-14,Released
Comedy,Drama,en,A Fine Madness,A Fine Madness,UnitedStatesofAmerica,1966-06-29,Released
Adventure,Drama,en,Reap the Wild Wind,Reap the Wild Wind,UnitedStatesofAmerica,1942-03-18,Released
Action,Drama,ko,2009 로스트메모리즈,2009: Lost Memories,SouthKorea,2002-02-01,Released
Documentary,,sv,Undergångens arkitektur,The Architecture of Doom,Sweden,1989-10-13,Released
Romance,Thriller,en,Inferno,Inferno,UnitedStatesofAmerica,1953-08-12,Released
Fantasy,Animation,ja,ハウルの動く城,Howl's Moving Castle,Japan,2004-11-19,Released
Animation,Fantasy,ja,Steamboy,Steamboy,Japan,2004-07-17,Released
Adventure,Action,cn,琉璃樽,Gorgeous,HongKong,1999-02-12,Released
Drama,Action,cn,Dao,The Blade,HongKong,1995-12-21,Released
Comedy,Drama,en,Assisted Living,Assisted Living,UnitedStatesofAmerica,2005-02-02,Released
Documentary,Foreign,en,The Nomi Song,The Nomi Song,Germany,2004-03-23,Released
Comedy,Drama,en,Hitch,Hitch,UnitedStatesofAmerica,2005-02-10,Released
Animation,Family,en,Pooh's Heffalump Movie,Pooh's Heffalump Movie,UnitedStatesofAmerica,2005-02-11,Released
History,Documentary,en,Inside Deep Throat,Inside Deep Throat,UnitedStatesofAmerica,2005-02-11,Released
Comedy,Drama,en,Uncle Nino,Uncle Nino,UnitedStatesofAmerica,2003-12-05,Released
Drama,Comedy,en,Bride & Prejudice,Bride & Prejudice,UnitedKingdom,2004-02-11,Released
Drama,Fantasy,en,Constantine,Constantine,Germany,2005-02-08,Released
Fantasy,Comedy,en,Son of the Mask,Son of the Mask,Germany,2005-02-18,Released
Comedy,Drama,en,Because of Winn-Dixie,Because of Winn-Dixie,UnitedStatesofAmerica,2005-02-18,Released
Drama,,fa,لاک‌پشت‌ها هم پرواز می‌کنند,Turtles Can Fly,Iran,2005-01-07,Released
Drama,,en,Beautiful Boxer,Beautiful Boxer,Thailand,2004-04-29,Released
Comedy,,en,Pauly Shore Is Dead,Pauly Shore Is Dead,UnitedStatesofAmerica,2003-03-11,Released
Thriller,Mystery,en,Bunny Lake Is Missing,Bunny Lake Is Missing,UnitedKingdom,1965-10-03,Released
Drama,Family,en,Jeremy,Jeremy,UnitedStatesofAmerica,1973-01-01,Released
Comedy,Romance,en,Don't Tell Her It's Me,Don't Tell Her It's Me,UnitedStatesofAmerica,1990-09-21,Released
Drama,Romance,en,Until September,Until September,UnitedStatesofAmerica,1984-09-21,Released
Drama,Thriller,en,Night and the City,Night and the City,UnitedKingdom,1950-04-01,Released
Drama,,fi,Paha Maa,Frozen Land,Finland,2005-01-14,Released
Drama,,de,Große Mädchen weinen nicht,Big Girls Don't Cry,Germany,2002-10-24,Released
,,en,White Banners,White Banners,#N/A,1938-06-23,Released
Fantasy,Action,ru,Ночной дозор,Night Watch,Russia,2004-06-27,Released
Comedy,Drama,en,Dot the I,Dot the I,Spain,2003-01-18,Released
Documentary,,en,Sister Helen,Sister Helen,#N/A,2002-03-04,Released
Documentary,,en,Bright Leaves,Bright Leaves,UnitedStatesofAmerica,2004-04-28,Released
Comedy,Fantasy,en,Topper Returns,Topper Returns,UnitedStatesofAmerica,1941-03-21,Released
Action,Comedy,en,Sons of the Desert,Sons of the Desert,UnitedStatesofAmerica,1933-12-29,Released
Drama,Romance,en,Morocco,Morocco,UnitedStatesofAmerica,1930-11-14,Released
Documentary,,en,Surplus: Terrorized Into Being Consumers,Surplus: Terrorized Into Being Consumers,Sweden,2003-11-21,Released
Comedy,Action,en,Man of the House,Man of the House,UnitedStatesofAmerica,2005-02-25,Released
Drama,Romance,en,Samson and Delilah,Samson and Delilah,UnitedStatesofAmerica,1949-12-21,Released
Action,Comedy,cn,功夫,Kung Fu Hustle,China,2004-02-10,Released
Comedy,Action,ja,鮫肌男と桃尻女,Shark Skin Man and Peach Hip Girl,Japan,1998-01-01,Released
Drama,Fantasy,en,The Five People You Meet In Heaven,The Five People You Meet In Heaven,UnitedStatesofAmerica,2004-12-05,Released
Action,,en,"No Retreat, No Surrender","No Retreat, No Surrender",HongKong,1986-05-02,Released
Animation,Comedy,en,The ChubbChubbs!,The ChubbChubbs!,UnitedStatesofAmerica,2002-07-03,Released
Adventure,Drama,en,Travellers and Magicians,Travellers and Magicians,Bhutan,2003-09-09,Released
Drama,Romance,cs,Želary,Želary,Austria,2003-09-04,Released
Adventure,Fantasy,en,Dragonworld,Dragonworld,UnitedStatesofAmerica,1994-08-01,Released
Comedy,Horror,en,Dr. Giggles,Dr. Giggles,Japan,1992-10-23,Released
Drama,,en,The Corn Is Green,The Corn Is Green,UnitedStatesofAmerica,1945-07-14,Released
Thriller,Mystery,en,The Seven-Per-Cent Solution,The Seven-Per-Cent Solution,UnitedKingdom,1976-10-24,Released
Action,Adventure,en,The Three Musketeers,The Three Musketeers,UnitedStatesofAmerica,1973-12-11,Released
Adventure,Comedy,en,Royal Flash,Royal Flash,UnitedKingdom,1975-10-10,Released
Drama,Romance,fr,Masculin féminin,Masculin Féminin,Sweden,1966-03-22,Released
Crime,Mystery,en,Fallen Angel,Fallen Angel,UnitedStatesofAmerica,1945-11-07,Released
War,Adventure,en,The Four Feathers,The Four Feathers,UnitedKingdom,1939-04-20,Released
Horror,Thriller,es,La cabina,The Phone Box,Spain,1972-12-13,Released
Horror,Mystery,en,Night of the Demon,Night of the Demon,UnitedKingdom,1957-12-17,Released
Comedy,Crime,hu,Kontroll,Control,Hungary,2003-11-20,Released
Drama,,fa,شهر زیبا,Beautiful City,Iran,2005-02-20,Released
Drama,Romance,fr,5x2,Five Times Two,France,2004-09-01,Released
Comedy,Drama,en,Tart,Tart,Canada,2001-04-23,Released
Comedy,Drama,fr,Domicile Conjugal,Bed and Board,France,1970-08-31,Released
War,Drama,it,Germania anno zero,Germany Year Zero,Italy,1948-12-01,Released
Horror,,es,La noche del terror ciego,Tombs of the Blind Dead,Portugal,1972-04-10,Released
Crime,,fr,Le Clan des Siciliens,The Sicilian Clan,France,1969-12-01,Released
Comedy,Music,en,Love Me Tonight,Love Me Tonight,UnitedStatesofAmerica,1932-08-13,Released
Drama,,sv,Ett hål i mitt hjärta,A Hole in My Heart,Denmark,2004-01-01,Released
Comedy,Romance,en,Bigger Than the Sky,Bigger Than the Sky,UnitedStatesofAmerica,2005-02-18,
Comedy,Drama,en,Diary of a Mad Black Woman,Diary of a Mad Black Woman,#N/A,2005-02-25,Released
Horror,Comedy,en,Cursed,Cursed,Germany,2005-02-25,Released
Comedy,Drama,cs,Horem pádem,Up and Down,CzechRepublic,2004-09-16,Released
,,en,Gory Gory Hallelujah,Gory Gory Hallelujah,#N/A,2003-11-05,Released
Action,Comedy,en,The Pacifier,The Pacifier,Canada,2005-03-04,Released
Comedy,Crime,en,Be Cool,Be Cool,UnitedStatesofAmerica,2005-03-04,Released
Documentary,History,en,Gunner Palace,Gunner Palace,UnitedStatesofAmerica,2004-01-01,Released
Drama,,he,LaLehet Al HaMayim,Walk on Water,Israel,2004-02-05,Released
Mystery,Drama,en,Hostage,Hostage,Germany,2005-03-10,Released
Animation,Comedy,en,Robots,Robots,UnitedStatesofAmerica,2005-03-10,Released
Crime,Drama,en,The Laughing Policeman,The Laughing Policeman,UnitedStatesofAmerica,1973-12-20,Released
Drama,,en,Bopha!,Bopha!,UnitedStatesofAmerica,1993-09-16,Released
Drama,,en,Class Action,Class Action,UnitedStatesofAmerica,1991-03-15,Released
Drama,Horror,en,The Cat and the Canary,The Cat and the Canary,UnitedStatesofAmerica,1927-09-09,Released
Drama,Family,en,Courage Mountain,Courage Mountain,France,1990-02-14,Released
Comedy,Drama,en,Kiss The Bride,Kiss The Bride,UnitedStatesofAmerica,2002-10-16,Released
Fantasy,Action,ja,ゴジラ・エビラ・モスラ　南海の大決闘,Godzilla vs. The Sea Monster,Japan,1966-12-17,Released
Action,Drama,ja,ゴジラvsメカゴジラ,Godzilla vs. Mechagodzilla II,Japan,1993-12-11,Released
Drama,,en,That Championship Season,That Championship Season,UnitedStatesofAmerica,1982-12-09,Released
Comedy,Drama,en,Crush,Crush,#N/A,1992-09-15,Released
Horror,Thriller,en,DNA,DNA,Philippines,1997-03-07,Released
,,en,The Low Life,The Low Life,#N/A,1995-11-01,Released
Drama,Romance,fr,Rendez-vous,Rendez-vous,France,1985-05-15,Released
Comedy,,en,"Oh, God! You Devil","Oh, God! You Devil",#N/A,1984-11-07,Released
Crime,Drama,en,Amongst Friends,Amongst Friends,UnitedStatesofAmerica,1993-11-03,Released
Drama,Mystery,es,Asfalto,Asfalto,Spain,2000-02-04,Released
Adventure,Comedy,pt,Deus é Brasileiro,God Is Brazilian,Brazil,2003-01-31,Released
Drama,History,pt,Capitães de Abril,Captains of April,Portugal,2000-04-21,Released
Comedy,Foreign,en,Blackball,Blackball,UnitedKingdom,2003-05-18,Released
Drama,,en,The Agony and the Ecstasy,The Agony and the Ecstasy,Italy,1965-10-07,Released
Drama,Romance,en,Return to Peyton Place,Return to Peyton Place,UnitedStatesofAmerica,1961-05-05,Released
Western,,en,Butch and Sundance: The Early Days,Butch and Sundance: The Early Days,UnitedStatesofAmerica,1979-06-15,Released
Comedy,Romance,en,It Happened to Jane,It Happened to Jane,UnitedStatesofAmerica,1959-08-05,Released
Animation,Family,en,Once Upon a Forest,Once Upon a Forest,UnitedKingdom,1993-06-18,Released
Comedy,,en,Hello Down There,Hello Down There,UnitedStatesofAmerica,1969-01-01,Released
Comedy,Romance,en,All in a Night's Work,All in a Night's Work,UnitedStatesofAmerica,1961-01-01,Released
Comedy,Romance,en,Twentieth Century,Twentieth Century,#N/A,1934-05-11,Released
Comedy,Music,en,My Sister Eileen,My Sister Eileen,UnitedStatesofAmerica,1955-09-22,Released
Romance,,en,Strangers When We Meet,Strangers When We Meet,UnitedStatesofAmerica,1960-06-29,Released
Drama,,he,Or,Or (My Treasure),Israel,2004-09-09,Released
Crime,Drama,en,Crónicas,Chronicles,Ecuador,2004-05-16,Released
Drama,,en,Lackawanna Blues,Lackawanna Blues,#N/A,2005-02-12,Released
War,Drama,en,The Green Berets,The Green Berets,UnitedStatesofAmerica,1968-07-04,Released
Drama,Thriller,fr,Ascenseur pour l'échafaud,Elevator to the Gallows,France,1958-01-29,Released
Drama,Romance,en,The Diary of a Chambermaid,The Diary of a Chambermaid,UnitedStatesofAmerica,1946-02-15,Released
Action,Crime,ja,その男、凶暴につき,Violent Cop,Japan,1989-08-12,Released
Comedy,Drama,en,Fyra nyanser av brunt,Four Shades of Brown,Sweden,2004-01-25,Released
Drama,TV,en,Brian's Song,Brian's Song,UnitedStatesofAmerica,1971-11-30,Released
Horror,Thriller,sv,Thriller - en grym film,Thriller: A Cruel Picture,Sweden,1973-05-01,Released
Mystery,Science,en,Cube Zero,Cube Zero,Canada,2004-10-15,Released
Action,Adventure,en,Into the Sun,Into the Sun,Japan,2005-03-08,Released
Documentary,,en,Project Grizzly,Project Grizzly,Canada,1997-10-03,Released
,,fi,Lumikuningatar,Lumikuningatar,#N/A,1986-11-19,Released
Drama,,en,Julia,Julia,UnitedStatesofAmerica,1977-10-02,Released
Comedy,Drama,ko,지구를 지켜라!,Save the Green Planet!,SouthKorea,2003-04-04,Released
Action,Comedy,da,Rembrandt,Stealing Rembrandt,Denmark,2003-05-17,Released
Drama,Thriller,ja,Rokugatsu no hebi,A Snake of June,Japan,2002-01-01,Released
History,War,en,Thirty Seconds Over Tokyo,Thirty Seconds Over Tokyo,UnitedStatesofAmerica,1944-11-15,Released
Action,Comedy,fi,Vares – Yksityisetsivä,Vares: Private Eye,Finland,2004-07-22,Released
Comedy,Music,en,Girl Crazy,Girl Crazy,UnitedStatesofAmerica,1943-11-26,Released
Comedy,Drama,de,Die 3 Groschen-Oper,The 3 Penny Opera,Germany,1931-02-18,Released
Romance,Comedy,en,The Boys from County Clare,The Boys from County Clare,UnitedKingdom,2003-09-12,Released
Drama,Comedy,en,Ice Princess,Ice Princess,UnitedStatesofAmerica,2005-03-17,Released
Comedy,Drama,en,Melinda and Melinda,Melinda and Melinda,UnitedStatesofAmerica,2004-10-29,Released
Drama,,en,Milk and Honey,Milk and Honey,#N/A,2003-01-18,Released
Action,Comedy,en,Miss Congeniality 2: Armed and Fabulous,Miss Congeniality 2: Armed and Fabulous,UnitedStatesofAmerica,2005-03-11,Released
Comedy,Romance,en,Guess Who,Guess Who,UnitedStatesofAmerica,2005-03-25,Released
Action,,en,D.E.B.S.,D.E.B.S.,UnitedStatesofAmerica,2004-01-21,Released
Documentary,,en,A League of Ordinary Gentlemen,A League of Ordinary Gentlemen,#N/A,2004-05-05,Released
Adventure,Comedy,en,Incident at Loch Ness,Incident at Loch Ness,#N/A,2004-12-17,Released
Drama,Romance,en,The River,The River,France,1951-09-10,Released
Drama,Family,en,Virginia's Run,Virginia's Run,#N/A,2002-01-01,Released
Romance,Drama,en,Yanks,Yanks,Germany,1979-09-01,Released
Action,Adventure,en,Paradise Alley,Paradise Alley,UnitedStatesofAmerica,1978-09-22,Released
Drama,Comedy,en,Mávahlátur,The Seagull's Laughter,Iceland,2001-10-20,Released
Action,Drama,es,Caballos salvajes,Wild Horses,Argentina,1995-08-10,Released
Drama,,en,Woman Thou Art Loosed,Woman Thou Art Loosed,UnitedStatesofAmerica,2004-09-30,Released
Drama,,en,Arrowsmith,Arrowsmith,UnitedStatesofAmerica,1931-12-26,Released
Action,Romance,en,Barbary Coast,Barbary Coast,UnitedStatesofAmerica,1935-10-13,Released
Drama,Romance,en,Stella Dallas,Stella Dallas,UnitedStatesofAmerica,1937-08-06,Released
Comedy,Drama,de,Böse Zellen,Free Radicals,Germany,2003-01-01,Released
Thriller,Drama,en,The Unfaithful,The Unfaithful,UnitedStatesofAmerica,1947-06-05,Released
Drama,Romance,en,Come and Get It,Come and Get It,UnitedStatesofAmerica,1936-11-06,Released
Drama,Thriller,en,Panic in the Streets,Panic in the Streets,UnitedStatesofAmerica,1950-06-12,Released
Crime,Drama,en,Call Northside 777,Call Northside 777,UnitedStatesofAmerica,1948-02-13,Released
Thriller,Drama,de,Der junge Törless,Young Törless,Germany,1966-05-20,Released
Comedy,Music,en,Bells Are Ringing,Bells Are Ringing,UnitedStatesofAmerica,1960-06-23,Released
Music,Romance,en,Finian's Rainbow,Finian's Rainbow,UnitedStatesofAmerica,1968-10-09,Released
Horror,,en,The Toolbox Murders,The Toolbox Murders,UnitedStatesofAmerica,1978-03-15,Released
Action,Drama,ja,大菩薩峠,The Sword of Doom,Japan,1966-02-25,Released
Romance,Drama,es,Profundo carmesí,Deep Crimson,France,1996-01-01,Released
Action,Comedy,es,800 balas,800 Bullets,Spain,2002-10-18,Released
Science,name:,ja,Matango,Matango: Attack of the Mushroom People,Japan,1963-08-11,Released
Crime,Comedy,cn,伊波拉病毒,Ebola Syndrome,HongKong,1996-06-15,Released
Drama,,en,The Music of Chance,The Music of Chance,UnitedStatesofAmerica,1993-06-23,Released
Comedy,Science,en,Tammy and the T-Rex,Tammy and the T-Rex,#N/A,1994-12-28,Released
Action,,en,Mixed Blood,Mixed Blood,France,1984-10-01,Released
Adventure,Action,en,If Looks Could Kill,If Looks Could Kill,UnitedStatesofAmerica,1991-03-15,Released
Comedy,,en,Greedy,Greedy,UnitedStatesofAmerica,1994-03-04,Released
Drama,Music,es,Carmen,Carmen,Spain,1983-05-06,Released
